c0010417	cryptorchism	SIDER
c0010417	undescended testis	SIDER
c0013604	edema nos	SIDER
c0013604	edema	SIDER
c0013604	oedema	SIDER
c0013604	oedema nos	SIDER
c0013604	oedematous	SIDER
c0013604	hydrops	SIDER
c0040038	thromboembolism	SIDER
c0040034	thrombopenia	SIDER
c0040034	thrombocytopenia	SIDER
c0010414	cryptococcosis	SIDER
c0232097	increased plasma volume	SIDER
c0151841	pbi increased	SIDER
c0004093	weakness generalized	SIDER
c0004093	lassitude	SIDER
c0004093	feelings of weakness	SIDER
c0004093	debility	SIDER
c0004093	asthenia	SIDER
c0004093	general weakness	SIDER
c0151846	periosteal disorder	SIDER
c0151846	disorder periosteal	SIDER
c1704628	hyperthermia	SIDER
c0004096	asthma bronchial	SIDER
c0004096	asthma nos	SIDER
c0004096	asthmatic	SIDER
c0004096	asthma	SIDER
c0004096	bronchial asthma	SIDER
c0004096	asthma aggravated	SIDER
c0042341	varicocele	SIDER
c0151849	alkaline phosphatase increased	SIDER
c0151849	phosphatase alkaline increased	SIDER
c0151849	alk phos increased	SIDER
c0151849	alp increased	SIDER
c0151849	elevated alkaline phosphatase	SIDER
c0151849	alkaline phosphatase nos increased	SIDER
c0022081	iritis	SIDER
c0004095	eye fatigue	SIDER
c0004095	asthenopia	SIDER
c0012546	diphtheria	SIDER
c0151848	acid phosphatase increased	SIDER
c0042345	varicose vein	SIDER
c0042345	vein varicose	SIDER
c0042345	varicose veins	SIDER
c0042345	varix	SIDER
c0947912	myasthenia	SIDER
c1299624	postural orthostatic tachycardia syndrome	SIDER
c0346993	metastases of breast cancer	SIDER
c0855304	glycosylated haemoglobin decreased	SIDER
c0236000	pain jaw	SIDER
c0236000	jaw pain	SIDER
c0151830	urethral pain	SIDER
c1306068	after cataract	SIDER
c0151834	papanicolau smear suspicious	SIDER
c0151836	paranoid reaction	SIDER
c0151838	paresthesia circumoral	SIDER
c0151838	circumoral paresthesia	SIDER
c0687133	drug interaction	SIDER
c0749647	empiric therapy	SIDER
c0022116	ischaemia	SIDER
c0022116	ischemia nos	SIDER
c0022116	ischemia	SIDER
c0878773	overactive bladder	SIDER
c0205875	papillomatosis	SIDER
c0041582	ulcers	SIDER
c0041582	ulcerative	SIDER
c0041582	ulcer	SIDER
c0040053	thrombosis	SIDER
c0151828	injection site pressure sensation	SIDER
c0151828	injection site pain 	SIDER
c0151828	pain injection site	SIDER
c0151827	ocular pain	SIDER
c0151827	pain in eyes	SIDER
c0151827	pain eye	SIDER
c0151826	chest pain substernal	SIDER
c0151826	substernal pain	SIDER
c0151826	pain substernal	SIDER
c0151826	retrosternal pain	SIDER
c0151826	substernal chest pain	SIDER
c0700200	near syncope	SIDER
c0151825	skeletal pain	SIDER
c0151825	bone pain 	SIDER
c0151825	pain bone	SIDER
c0015799	feminization	SIDER
c0151824	pain biliary	SIDER
c0151824	biliary colic	SIDER
c0151824	biliary pain	SIDER
c0700201	dyssomnia	SIDER
c0878787	growth failure	SIDER
c0429468	anovulatory	SIDER
c0920102	phosphorus decreased	SIDER
c0920103	hematotoxicity	SIDER
c0151810	lack of drug effect	SIDER
c0855329	changes in ecg	SIDER
c0022073	iridocyclitis	SIDER
c0151815	mesenteric occlusion	SIDER
c0151815	mesenteric arterial occlusion	SIDER
c0151818	opisthotonos	SIDER
c0151818	opisthotonus	SIDER
c0151817	mesenteric venous occlusion	SIDER
c0158986	neonatal hypoglycemia	SIDER
c0158986	hypoglycaemia neonatal	SIDER
c0151811	subcutaneous nodule	SIDER
c0026272	mixed connective tissue disease	SIDER
c0151814	coronary occlusion	SIDER
c0151814	coronary artery occlusion	SIDER
c0264545	pleural fibrosis	SIDER
c0264545	pleural thickening	SIDER
c0004691	balanoposthitis	SIDER
c0004690	balanitis	SIDER
c0520594	breast microcalcification	SIDER
c1168225	inner ear infection	SIDER
c0855331	electrocardiogram qt corrected interval	SIDER
c0520589	vulvovaginal dryness	SIDER
c0151888	hyporeflexia	SIDER
c0151888	reflexes decreased	SIDER
c0700225	increased serum creatinine	SIDER
c0549386	sensation of warmth	SIDER
c0549386	feeling of warmth	SIDER
c0151889	reflexes abnormal	SIDER
c0151889	reflexes increased	SIDER
c0151889	hyperreflexia	SIDER
c0856069	vasculitis digestive	SIDER
c0856067	myalgia aggravated	SIDER
c0341047	parotid gland enlargement	SIDER
c0151882	purpuric rash	SIDER
c0011579	depressive reaction	SIDER
c0011579	reactive depression	SIDER
c0151883	rash vesiculobullous	SIDER
c0151883	vesiculobullous rash	SIDER
c0855338	gallop rhythm present	SIDER
c0346957	cancer metastatic	SIDER
c0151886	reaction unevaluable	SIDER
c0151886	unevaluable reaction	SIDER
c0855335	electrocardiogram st segment abnormal	SIDER
c0151885	reaction aggravation	SIDER
c0151885	aggravation reaction	SIDER
c0855333	electrocardiogram qt corrected interval prolonged	SIDER
c0038990	sweating	SIDER
c0038990	sweats	SIDER
c0038990	perspiration	SIDER
c0345904	hepatic neoplasm malignant	SIDER
c0011570	depression nos	SIDER
c0011570	mental depression	SIDER
c0011570	depressions	SIDER
c0011570	depressive state	SIDER
c0038999	swelling nos	SIDER
c0038999	swelling	SIDER
c0038999	bulging	SIDER
c0033247	proctocolitis	SIDER
c0033246	proctitis	SIDER
c0014057	japanese encephalitis	SIDER
c0520587	vulvovaginal discomfort	SIDER
c0014059	acute disseminated encephalomyelitis	SIDER
c0151878	prolonged qt interval 	SIDER
c0151878	qt interval prolonged	SIDER
c0151879	qt interval shortened	SIDER
c0019917	hordeolum	SIDER
c0151872	prothrombin increased	SIDER
c0151872	prothrombin time prolonged	SIDER
c0151872	pt prolonged	SIDER
c0236048	gastric polyps	SIDER
c0236048	polyposis gastric	SIDER
c1253936	joint effusion	SIDER
c0438397	skin graft failure	SIDER
c0520573	buffalo hump	SIDER
c0520571	biliary sclerosis	SIDER
c0030781	peliosis hepatis	SIDER
c0030781	peliosis hepatitis	SIDER
c0856081	restlessness aggravated	SIDER
c0520575	acute pyelonephritis	SIDER
c0012797	diuresis	SIDER
c0856088	constipation aggravated	SIDER
c0457798	eyelid dermatitis	SIDER
c0268790	renal vessel disorder	SIDER
c0268790	renovascular	SIDER
c0030790	pelvic infection	SIDER
c0030790	pelvic infections	SIDER
c0151864	pregnancy disorder	SIDER
c0151865	pregnancy test false positive	SIDER
c0151862	post vaccination syndrome	SIDER
c0236018	aura	SIDER
c0857305	thrombocytopenic purpura	SIDER
c0857305	thrombocytopenia purpura	SIDER
c0206160	reticulocytosis	SIDER
c1136085	monoclonal gammopathy	SIDER
c0014070	encephalomyelitis	SIDER
c0011551	depersonalization	SIDER
c0017979	glycosuria	SIDER
c0017979	glucosuria	SIDER
c0030794	pelvic pain nos	SIDER
c0030794	pain pelvic	SIDER
c0030794	pelvic pain	SIDER
c0520564	ulcer ileum	SIDER
c0312854	extravascular hemolysis	SIDER
c0520561	small intestinal hemorrhage	SIDER
c0520562	intestinal dilatation	SIDER
c0151859	polyserositis 	SIDER
c0426636	rectal urgency	SIDER
c0426636	defaecation urgency	SIDER
c0426636	defecation urgency	SIDER
c0159125	culture positive	SIDER
c0001925	albuminuria	SIDER
c0856095	vomiting aggravated	SIDER
c0520559	numbness of the tongue	SIDER
c0549398	meibomianitis 	SIDER
c0856096	myopia aggravated	SIDER
c1963964	periungual erythema	SIDER
c0549399	low density lipoprotein increased	SIDER
c0151852	pituitary activity increased	SIDER
c0577730	family stress	SIDER
c0151854	platelet abnormalities	SIDER
c0151854	platelets abnormal	SIDER
c0151854	platelet abnormality	SIDER
c0151854	abnormal platelet 	SIDER
c0151854	abnormal platelets	SIDER
c0004659	bacteriuria	SIDER
c0038986	sweat gland disorder	SIDER
c1331543	postpartum fever	SIDER
c0014065	encephalocele	SIDER
c0242973	ventricular dysfunction	SIDER
c0520532	subcutaneous hematoma	SIDER
c0242979	muscle tiredness	SIDER
c0271036	retinal scar	SIDER
c0027960	mole	SIDER
c0520539	hypertensive episodes	SIDER
c0494165	liver metastases	SIDER
c0008449	chondrodystrophy	SIDER
c0027947	neutropenia	SIDER
c0014009	empyema	SIDER
c0027962	nevus	SIDER
c0027962	melanocytic naevus	SIDER
c0027962	naevus	SIDER
c0027962	pigmented nevi	SIDER
c0027962	nevi	SIDER
c0027962	pigmented nevus	SIDER
c0243026	systemic infection	SIDER
c0243026	sepsis nos	SIDER
c0520540	rebound hypertension	SIDER
c0580413	decreased prothrombin time	SIDER
c0040953	trichotillomania	SIDER
c0241832	cerebrovascular insufficiency	SIDER
c0242966	systemic inflammatory response syndrome	SIDER
c2747793	acute phosphate nephropathy	SIDER
c0338113	uterine sarcoma	SIDER
c0006277	bronchitis	SIDER
c0006277	bronchitis nos	SIDER
c0020877	ileitis	SIDER
c0006271	bronchiolitis	SIDER
c0027932	neurosis	SIDER
c0520547	poor peripheral circulation	SIDER
c0014724	eructation	SIDER
c0014724	eructations	SIDER
c0014724	belching	SIDER
c0040921	trichomoniasis	SIDER
c0040923	trichomonal vaginitis	SIDER
c1963921	chemical phlebitis	SIDER
c0271053	cotton wool spots	SIDER
c0497471	moniliasis genital female	SIDER
c0271051	macular edema	SIDER
c0151892	retinal pigmentation	SIDER
c0151891	retinal depigmentation	SIDER
c0151898	schizophreniform illness	SIDER
c0151898	schizophrenic reaction	SIDER
c0029221	organic brain syndrome	SIDER
c0271055	rhegmatogenous retinal detachment	SIDER
c0856054	mental status changes	SIDER
c0856053	secondary leukemia	SIDER
c0151899	syndrome screaming	SIDER
c0151899	screaming syndrome	SIDER
c0262365	mammogram abnormal	SIDER
c0014034	enanthema	SIDER
c0020683	hypovolemic shock	SIDER
c0014038	encephalitis	SIDER
c0265935	congenital arterial malformation	SIDER
c0856050	diet refusal	SIDER
c0030756	lice infestation	SIDER
c0026205	miosis	SIDER
c0856049	peripheral embolism	SIDER
c0016977	gallbladder disease	SIDER
c0859871	nasal stinging	SIDER
c0029261	orgasm abnormal	SIDER
c0438434	ring scotoma	SIDER
c0262385	autonomic instability	SIDER
c0262385	autonomic nervous system imbalance	SIDER
c1138421	spider veins	SIDER
c1282609	granulocytosis 	SIDER
c0027932	neurotic disorders	SIDER
c1963916	diabetic peripheral neuropathic pain	SIDER
c0342579	electrolyte imbalance	SIDER
c0009088	cluster headache	SIDER
c0009088	cluster headaches	SIDER
c0026265	mitral valve disease nos	SIDER
c0026265	mitral valve disorder	SIDER
c0026266	mitral insufficiency	SIDER
c0026266	mitral regurgitation	SIDER
c0857516	floppy	SIDER
c0026267	mitral valve incompetence	SIDER
c0026267	mitral valve prolapse	SIDER
c0240419	muscle tenderness	SIDER
c0009081	congenital clubfoot	SIDER
c0240417	muscle mass	SIDER
c0027947	neutrophils decreased	SIDER
c0027947	neutropenias	SIDER
c1735976	inguinal lymphadenitis	SIDER
c0870082	keratosis	SIDER
c0870082	hyperkeratosis	SIDER
c0016927	gagging	SIDER
c1328308	increased upper airway secretion	SIDER
c0428772	left ventricular ejection fraction	SIDER
c0394006	des	SIDER
c1737329	dysmorphism	SIDER
c0428776	cardiac index	SIDER
c0012833	dizziness	SIDER
c0085932	bullous dermatitis	SIDER
c0262397	breast tenderness 	SIDER
c0262397	tender breasts	SIDER
c1306503	exomphalos	SIDER
c0149651	clubbing	SIDER
c0038941	postoperative wound infection	SIDER
c0151684	skin granuloma	SIDER
c0701821	onychia	SIDER
c0151685	accelerated growth	SIDER
c0701824	staggering gait	SIDER
c0151683	neutrophilia	SIDER
c1522058	coagulation necrosis	SIDER
c0151689	hair discoloration	SIDER
c0151686	growth suppression	SIDER
c0020635	pituitary hypofunction	SIDER
c1510431	superficial thrombophlebitis	SIDER
c1510431	thrombophlebitis superficial	SIDER
c0029221	organic brain syndromes	SIDER
c0020639	hypoproteinemia	SIDER
c1269955	invasion	SIDER
c0012817	diverticulum	SIDER
c0149642	cervical adenitis	SIDER
c0151693	adrenal hemorrhage	SIDER
c0587054	numbness of the fingers	SIDER
c0151694	hemorrhage of colon	SIDER
c0424448	masked facies	SIDER
c0151698	injection site hemorrhage	SIDER
c0851302	hypoglycemic shock 	SIDER
c0580493	serum albumin decreased	SIDER
c0151699	intracranial bleeding	SIDER
c0012813	diverticulitis	SIDER
c0020624	decreased menstruation	SIDER
c0015544	failure to thrive	SIDER
c0020621	hypokalemia	SIDER
c0020620	oligohidrosis	SIDER
c0151692	delayed healing	SIDER
c0151691	decreased hdl	SIDER
c0020626	hypoparathyroidism	SIDER
c0728899	intoxication	SIDER
c0020625	hyponatremia	SIDER
c0149678	ebv infection	SIDER
c0858357	esophageal stenosis acquired	SIDER
c0149670	abnormalities of carbohydrate metabolism	SIDER
c0013528	echolalia	SIDER
c2225524	breast enlargement	SIDER
c0699790	carcinoma of the colon	SIDER
c0699790	carcinoma colon	SIDER
c0699790	colon carcinoma	SIDER
c0699791	gastric carcinoma	SIDER
c0699791	carcinoma stomach	SIDER
c0015556	fallopian tube	SIDER
c0020615	hypoglycemia	SIDER
c0266589	ear malformation	SIDER
c0020617	hypoglycemic coma	SIDER
c0023787	lipodystrophy	SIDER
c0023787	lipodystrophies	SIDER
c0020619	hypogonadism	SIDER
c0263888	back disorder	SIDER
c0037089	gastrointestinal signs and symptoms	SIDER
c0302314	xanthomas	SIDER
c0302314	xanthoma	SIDER
c0008497	choriocarcinoma	SIDER
c0023794	lipidosis	SIDER
c0018418	gynecomastia	SIDER
c0002994	angioneurotic oedema	SIDER
c0002994	angioneurotic edema	SIDER
c0002994	urticaria angioedema	SIDER
c0002994	giant hives	SIDER
c0002994	quincke edema	SIDER
c0002994	giant urticaria	SIDER
c0002994	angioedema and urticaria	SIDER
c0002994	angioedema	SIDER
c0858346	gastrointestinal ulcer perforation	SIDER
c0013537	eclampsia	SIDER
c0270629	epidural abscess	SIDER
c0857576	abnormal thyroid function	SIDER
c1328332	procedural hypertension	SIDER
c0240447	nasal mucosal erythema	SIDER
c0427209	hand cramps	SIDER
c0023798	lipoma	SIDER
c0020604	hypochondriasis	SIDER
c0240449	nasal sinus drainage	SIDER
c0013589	ectromelia	SIDER
c0151640	decreased male fertility	SIDER
c0008489	chorea	SIDER
c0037052	sick sinus syndrome	SIDER
c1735914	recurrent pulmonary embolism	SIDER
c0151649	injection site fibrosis	SIDER
c0151648	fibrinolysis increased	SIDER
c0020676	hypothyroidism	SIDER
c0231528	muscle soreness	SIDER
c0231528	myalgia	SIDER
c0231528	myalgias	SIDER
c0231528	pain muscle	SIDER
c0231528	muscle discomfort	SIDER
c0231528	muscle ache	SIDER
c0231528	muscle pains	SIDER
c0231528	muscle aches	SIDER
c0231528	muscular pain	SIDER
c0020678	hypotrichosis	SIDER
c0020672	hypothermia	SIDER
c0920195	aphakic cystoid macular edema	SIDER
c0920192	descemetitis	SIDER
c0175167	acneiform eruptions	SIDER
c0151650	kidney fibrosis	SIDER
c0566943	vaginal lesion	SIDER
c1258215	ileus	SIDER
c0877717	mouth burning	SIDER
c0158026	monarthritis	SIDER
c0151654	myocardial fibrosis	SIDER
c0566948	vaginal swelling	SIDER
c0231530	muscle twitch	SIDER
c0231530	twitching	SIDER
c1328355	locs	SIDER
c0003130	anoxia	SIDER
c0497481	penile pain	SIDER
c0920289	sluggishness	SIDER
c0013592	ectropion	SIDER
c0240464	neck edema	SIDER
c0231688	shuffling gait	SIDER
c0040997	trigeminal neuralgia	SIDER
c0231686	gait unsteady	SIDER
c0013595	eczema	SIDER
c0013595	eczema nos	SIDER
c0013595	eczematous rash	SIDER
c0151667	globulins increased	SIDER
c0311335	convulsive status epilepticus	SIDER
c0231690	titubation	SIDER
c0151664	gastrointestinal perforation	SIDER
c0595861	suicide gesture	SIDER
c0151662	increased ggt	SIDER
c0151661	peripheral gangrene	SIDER
c0231694	festination	SIDER
c0243010	encephalitis viral	SIDER
c0006267	bronchiectasis	SIDER
c0003128	anovulation	SIDER
c0037036	increased salivation	SIDER
c0149630	bicuspid aortic valve	SIDER
c0151669	gamma globulins increased	SIDER
c0858310	triglycerides normal	SIDER
c0006266	bronchial spasm	SIDER
c0006266	bronchospasm	SIDER
c0006266	bronchospasms	SIDER
c0003123	anorexia	SIDER
c0003126	anosmia	SIDER
c0241057	burning sensation of skin	SIDER
c0241057	burning skin	SIDER
c1510410	smell perversion	SIDER
c1510410	smell alteration	SIDER
c1510410	parosmia	SIDER
c0040961	tricuspid valve incompetence	SIDER
c0020651	postural hypotension	SIDER
c0566951	vaginal ulcer	SIDER
c0011304	demyelination	SIDER
c0011303	demyelinating disorders	SIDER
c0151671	glucose tolerance decreased	SIDER
c0701811	short term memory loss	SIDER
c0151673	gonadotropins decreased	SIDER
c0860516	ground glass appearance	SIDER
c0003119	anophthalmia	SIDER
c0231557	bone development abnormal	SIDER
c0020649	hypotension	SIDER
c0010380	croup	SIDER
c0020641	hypopyon	SIDER
c0020640	hypoprothrombinemia	SIDER
c0151670	glucocorticoids increased	SIDER
c0595877	blood glucose increased	SIDER
c0595878	blood sodium increased	SIDER
c0595879	increased sodium	SIDER
c0234975	convulsions aggravated	SIDER
c0234974	simple partial seizures	SIDER
c0234979	dysdiadochokinesis	SIDER
c1268766	changes in blood pressure	SIDER
c0920070	cervical smear test positive	SIDER
c0151512	injection site atrophy	SIDER
c0151511	breast atrophy	SIDER
c0004158	athetosis	SIDER
c0001818	agoraphobia	SIDER
c0151517	third degree heart block	SIDER
c0151514	skin atrophy	SIDER
c0010346	crohn's disease	SIDER
c0333139	pneumatosis	SIDER
c0522348	ear feels clogged	SIDER
c0234972	convulsive disorders	SIDER
c0004153	atherosclerosis	SIDER
c0004153	atherosclerotic vascular disease	SIDER
c0347941	chest mass	SIDER
c1264613	gastrointestinal infections	SIDER
c0153251	respiratory moniliasis	SIDER
c0153251	moniliasis respiratory system	SIDER
c0041657	loss of consciousness	SIDER
c0234967	choreoathetoid movements	SIDER
c0541976	gas in stomach	SIDER
c0267028	lip pain	SIDER
c0011330	tartar	SIDER
c0541977	gastrin increased	SIDER
c0334192	endometrial atrophy	SIDER
c0011334	dental caries	SIDER
c0086981	sicca syndrome	SIDER
c0341117	esophageal erosions	SIDER
c0001824	agranulocytosis	SIDER
c0162678	neurofibromatosis	SIDER
c0151505	application site reaction	SIDER
c0234665	eyelid retraction	SIDER
c0520564	ileal ulcer 	SIDER
c0155964	atrophic glossitis	SIDER
c0920046	p wave changes	SIDER
c0032994	tubal pregnancy	SIDER
c0234953	tongue spasm	SIDER
c0234952	oropharyngeal spasm	SIDER
c0543698	hypersensitivity syndrome	SIDER
c0043515	zollinger-ellison syndrome	SIDER
c0043515	ze syndrome	SIDER
c0311223	frozen shoulder	SIDER
c0267033	lip ulceration	SIDER
c0260662	hearing disorder	SIDER
c0311220	cutaneous pseudolymphoma	SIDER
c0155707	trifascicular block	SIDER
c0524909	chronic hepatitis b	SIDER
c0004134	ataxia	SIDER
c0004134	ataxias	SIDER
c0234632	reduced visual acuity 	SIDER
c0004509	azoospermia	SIDER
c0002940	aneurysms	SIDER
c0002940	aneurysm	SIDER
c0234943	application site anesthesia	SIDER
c0231874	inspiratory wheeze	SIDER
c0041671	attention deficit	SIDER
c0333140	cyst rupture	SIDER
c0011351	enamel hypoplasia	SIDER
c1279296	chronic leukemia	SIDER
c0541992	brain fog	DIEGO_Lab
c0004144	collapse of lung	SIDER
c0004144	pulmonary collapse	SIDER
c0281963	red cell aplasia	SIDER
c0541941	erection increased	SIDER
c0424551	decreased exercise tolerance	SIDER
c0042487	thrombosis venous	SIDER
c0042487	mesenteric artery thrombosis	SIDER
c0042487	phlebothrombosis	SIDER
c0042487	venous thrombosis nos	SIDER
c0042487	vein thrombosis	SIDER
c0042487	venous thrombosis	SIDER
c0042485	venous insufficiency	SIDER
c0002957	anger	SIDER
c0003079	anisocoria	SIDER
c0549209	jitteriness	SIDER
c0549209	feeling jittery	SIDER
c0011389	plaque	SIDER
c0151904	ast increased	SIDER
c0151904	elevated sgot	SIDER
c0151904	aspartate aminotransferase increase	SIDER
c0151904	aspartate aminotransferase increased	SIDER
c0151904	sgot increased	SIDER
c0151905	sgpt increased	SIDER
c0151905	alt increased	SIDER
c0151905	alanine aminotransferase increase	SIDER
c0151905	alanine aminotransferase increased	SIDER
c0151900	serum iron increased	SIDER
c0032989	multiple pregnancy	SIDER
c0032989	multiple pregnancies	SIDER
c0231856	abnormal breath sounds	SIDER
c0333161	pseudocyst	SIDER
c0002963	prinzmetal variant angina	SIDER
c0002963	variant angina	SIDER
c0877584	tumor hemorrhage	SIDER
c0002962	angina	SIDER
c0002962	angina pectoris	SIDER
c0002962	anginal pain	SIDER
c0002962	angina syndrome	SIDER
c0032987	ectopic pregnancy	SIDER
c0032987	ectopic pregnancies	SIDER
c0281940	pelvic peritonitis	SIDER
c1457883	aggression aggravated	SIDER
c1457883	combative reaction	SIDER
c1457883	aggressive reaction	SIDER
c1457883	aggressiveness	SIDER
c0151919	bladder stenosis	SIDER
c0020701	hysteria	SIDER
c0234992	acute dyskinesia	SIDER
c0281914	musculoskeletal deformity	SIDER
c0034494	rabies	SIDER
c0438215	laboratory test abnormal	SIDER
c0438215	lab test abnormality	SIDER
c0438215	abnormal laboratory findings	SIDER
c0438215	lab test abnormal	SIDER
c0438215	abnormal laboratory test	SIDER
c0438215	laboratory test abnormality	SIDER
c0438215	laboratory test abnormal nos	SIDER
c0151908	dry skin	SIDER
c0151908	skin dryness	SIDER
c0151908	skin dry	SIDER
c0001883	airways obstruction	SIDER
c0151907	discoloration skin	SIDER
c0151907	skin discolouration	SIDER
c0151907	skin discoloration	SIDER
c0231835	tachypnea	SIDER
c0023903	liver tumors	SIDER
c0277799	intermittent pyrexia	SIDER
c1318314	urine epithelial cells	SIDER
c0231837	respiratory rate decreased	SIDER
c0234985	mental deterioration	SIDER
c0032961	gestation	SIDER
c0032961	pregnancy	SIDER
c0032961	preg	SIDER
c0234987	postural dizziness	SIDER
c0234988	dizziness exertional	SIDER
c0234983	toxic delirium	SIDER
c0277794	prostration	SIDER
c0858259	nasal discomfort	SIDER
c0311277	central obesity	SIDER
c0270202	abo haemolytic disease of newborn	SIDER
c0151911	generalized spasm	SIDER
c0267003	abscess oral	SIDER
c0151947	pulmonary artery thrombosis	SIDER
c0159056	chest sound abnormalities	SIDER
c0151946	pulmonary thrombosis 	SIDER
c0151945	cerebral venous thrombosis	SIDER
